Ref,Val,Package,PosX,PosY,Rot,Side
"U8","BFCN-5750+","Filter_Mini-Circuits_FV1206-4",44.020000,-0.020000,0.000000,top
"U9","RLP-470+","Mini-Circuits_GP731",66.570000,11.850000,0.000000,top
"U10","SKY13588-460LF","QFN12_SKY-L",36.624800,0.480001,90.000000,top
"U11","SKY13588-460LF","QFN12_SKY-L",36.630000,3.720000,90.000000,top
"U12","SKY13588-460LF","QFN12_SKY-L",58.934800,69.750001,0.000000,top
"U13","LFCN-5850+","Filter_Mini-Circuits_FV1206",58.900000,74.640000,-90.000000,top
"U15","TXS02612RTW","WQFN-24-1EP_4x4mm_P0.5mm_EP2.45x2.45mm_ThermalVias",13.357500,62.170000,90.000000,top
"U16","74LVC1G07","SOT-353_SC-70-5",-6.500000,29.800000,90.000000,top
"U17","CD4043BPWR","CD4043_SOP65P640X120-16N",36.480000,74.360000,180.000000,top
"U18","ADP1754ACPZ-1.3-R7","CP-16-23_ADI-L",55.135001,19.075001,0.000000,top
"U19","LFCN-1000+","Filter_Mini-Circuits_FV1206",74.970000,33.080000,-90.000000,top
"U20","ADP1754ACPZ-1.3-R7","CP-16-23_ADI-L",55.590000,26.040000,0.000000,top
"U21","LM3880","SOT-23-6",10.056800,6.452500,-90.000000,top
"U22","ADP7104ACPZ-5.0-R7","CP_8_5_ADI",2.630300,7.316500,180.000000,top
"U23","LFCN-1000+","Filter_Mini-Circuits_FV1206",57.540000,59.650000,-90.000000,top
"U24","EP2K1+","DG1847_MNC-L",67.380000,59.710000,-90.000000,top
"U25","AD9361BBCZ","BC_144_7_ADI",59.944299,37.154700,90.000000,top
"U28","HFCN-2275+","Filter_Mini-Circuits_FV1206",72.630000,50.260000,0.000000,top
"U30","HFCN-2275+","Filter_Mini-Circuits_FV1206",63.780000,53.150000,0.000000,top
"U32","LFCN-5850+","Filter_Mini-Circuits_FV1206",71.080000,64.110000,0.000000,top
"U37","PHA-83W+","SOT-89-3",72.767500,68.470000,180.000000,top
"U38","XC7Z020-1CLG484C","Xilinx_CLG484_CLG485",35.680000,43.280000,0.000000,top
"U39","MAX3051","MAX3051EKA",41.181800,58.725000,-90.000000,top
"U40","BD3539FVM-TR","MSOP8_ROM",-8.633400,54.645800,-90.000000,top
"U41","TPD2EUSB30","Texas_DRT-3",-2.398200,65.695000,90.000000,top
"U43","LP5907MFX-3.3","SOT-23-5",2.619300,69.675000,0.000000,top
"U44","W25Q128JVEIQ","WSON_128JVEIQ_WIN",24.741900,61.955000,0.000000,top
"U45","PHA-83W+","SOT-89-3",72.630000,74.300000,180.000000,top
"Y1","TG2520SMN_40.0000M-ECGNNM0","TG2520SMN400000MECGNNM0",62.380000,59.170000,180.000000,top
"Y2","KC2016Z33.3330C1KX00","KC2016Z333330C1KX00",48.856800,58.740000,-90.000000,top
"Y3","ETXO-H33CL-100.000","ETXOH33CL100000",27.876800,9.680000,90.000000,top
